id,claim_topic,evidence_text,stance,source,url
363,Does curcumin protect people with already diagnosed dementia from further decline in mental abilities???,"Claim: Does curcumin protect people with already diagnosed dementia from further decline in mental abilities??? | Finding: Three studies with relatively few test subjects and partly serious methodological deficiencies show contradictory results with questionable significance.,Two studies were unable to find any effect of a six-month treatment with curcumin. However, the studies were relatively small and had methodological problems.",refutes,Medizin Transparent,https://www.medizin-transparent.at/kurkuma-gegen-demenz/
364,Do preparations with humic acids help with diseases or complaints of the stomach and intestines?,Claim: Do preparations with humic acids help with diseases or complaints of the stomach and intestines? | Finding: We could not identify any meaningful studies on this question,uncertain,Medizin Transparent,https://www.medizin-transparent.at/huminsaeuren-darm/
365,Does an extract from grapefruit seeds work against fungal diseases such as athlete's foot or nail fungus?,Claim: Does an extract from grapefruit seeds work against fungal diseases such as athlete's foot or nail fungus? | Finding: The efficacy of extracts from the seeds of grapefruit against fungi has been researched only in laboratory trials. The results were contradictory. The remedy was not tested at all on people with athlete's foot or nail fungus.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/grapefruit-gegen-fusspilz/
366,Does taking rosehip powder for rheumatoid arthritis improve symptoms?,"Claim: Does taking rosehip powder for rheumatoid arthritis improve symptoms? | Finding: The question has only been investigated in one small study with methodological deficiencies. In this study, a calculated advantage was found for those people who were treated with rose hip powder. Compared to placebo, however, the advantage was so small that it is unlikely to bring about any noticeable improvement in everyday life.,A total of three smaller studies with methodological flaws have investigated the question, but have come to contradictory results.",refutes,Medizin Transparent,https://www.medizin-transparent.at/hagebuttenpulver-gelenke/
367,Does taking rosehip powder for osteoarthritis alleviate the symptoms???,"Claim: Does taking rosehip powder for osteoarthritis alleviate the symptoms??? | Finding: The question has only been investigated in one small study with methodological deficiencies. In this study, a calculated advantage was found for those people who were treated with rose hip powder. Compared to placebo, however, the advantage was so small that it is unlikely to bring about any noticeable improvement in everyday life.,A total of three smaller studies with methodological flaws have investigated the question, but have come to contradictory results.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/hagebuttenpulver-gelenke/
368,Can the genetic blood test for Down syndrome (trisomy 21) predict whether the unborn child is affected - in pregnant women at increased risk?,"Claim: Can the genetic blood test for Down syndrome (trisomy 21) predict whether the unborn child is affected - in pregnant women at increased risk? | Finding: In pregnant women with an abnormal preliminary result, the genetic blood test can probably predict with great accuracy whether the unborn child has Down syndrome (trisomy 21) or not. However, the test result is not always correct: in rare cases, the test ""misses"" Down syndrome, i.e. it is ""falsely inconspicuous"". It can also happen that the blood test predicts Down syndrome even though the fetus is not affected (""false-conspicuous"").",supports,Medizin Transparent,https://www.medizin-transparent.at/bluttest-down-syndrom/
369,"Do preparations with rose root have an effect against stress and its consequences, e.g. exhaustion?","Claim: Do preparations with rose root have an effect against stress and its consequences, e.g. exhaustion? | Finding: The effect of rose root has been investigated in several small studies. However, these studies were mostly of very poor quality, and they came to inconsistent results. Therefore, based on our current knowledge, we cannot make a definite statement. We do not know whether rose root is good as an anti-stress remedy - or ineffective.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/rosenwurz-wirkung/
370,Is microwave therapy effective and safe for long-term reduction of excessive sweating (primary hyperhidrosis) in adults?,"Claim: Is microwave therapy effective and safe for long-term reduction of excessive sweating (primary hyperhidrosis) in adults? | Finding: Treatment with microwaves has only recently been performed on patients with excessive sweating in the axillary region. Unfortunately, the current study situation does not provide conclusive information on the long-term efficacy and safety of this form of treatment.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/mikrowellen-gegen-schwitzen/
371,Does ointment with comfrey help against back pain and knee pain better than a placebo?,"Claim: Does ointment with comfrey help against back pain and knee pain better than a placebo? | Finding: The effect of ointments with comfrey against pain in the back and knee has only been investigated in quite small studies with methodological problems. It is possible that comfrey is more effective than placebo; in the case of pain in the knee joint, the effect could even be clearly noticeable for those affected. Future studies should shed much more light on these possible effects.,In three small studies, the effect of comfrey on sore muscles or sprained ankle was compared with that of placebo and painkillers. However, the seemingly positive results are not reliable, and better studies are needed.",supports,Medizin Transparent,https://www.medizin-transparent.at/beinwell-gegen-schmerzen/
372,Does ointment with comfrey help with ankle sprains and sore muscles???,"Claim: Does ointment with comfrey help with ankle sprains and sore muscles??? | Finding: The effect of ointments with comfrey against pain in the back and knee has only been investigated in quite small studies with methodological problems. It is possible that comfrey is more effective than placebo; in the case of pain in the knee joint, the effect could even be clearly noticeable for those affected. Future studies should shed much more light on these possible effects.,In three small studies, the effect of comfrey on sore muscles or sprained ankle was compared with that of placebo and painkillers. However, the seemingly positive results are not reliable, and better studies are needed.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/beinwell-gegen-schmerzen/
373,Can chlorhexidine in the form of dental varnish prevent the formation of caries in adults?,"Claim: Can chlorhexidine in the form of dental varnish prevent the formation of caries in adults? | Finding: A large well-done study with chlorhexidine dental varnish was unable to find an effect. The summary of several smaller studies with chlorhexidine varnish suggests that chlorhexidine dental varnishes may have a statistical effect, but no noticeable anti-caries effect for users. We did not find well-done studies on the benefits of chlorhexidine tooth gel and chlorhexidine mouth rinses for caries prevention. For children, no firm conclusions can be made about the benefit of chlorhexidine products for caries prevention.",refutes,Medizin Transparent,https://www.medizin-transparent.at/chlorhexidin-karies/
374,"Can chlorhexidine in the form of mouth rinses and gels for home use in children and adults, and as a dental varnish in children, prevent the formation of caries?","Claim: Can chlorhexidine in the form of mouth rinses and gels for home use in children and adults, and as a dental varnish in children, prevent the formation of caries? | Finding: A large well-done study with chlorhexidine dental varnish was unable to find an effect. The summary of several smaller studies with chlorhexidine varnish suggests that chlorhexidine dental varnishes may have a statistical effect, but no noticeable anti-caries effect for users. We did not find well-done studies on the benefits of chlorhexidine tooth gel and chlorhexidine mouth rinses for caries prevention. For children, no firm conclusions can be made about the benefit of chlorhexidine products for caries prevention.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/chlorhexidin-karies/
375,Does a legal smoking ban reduce the likelihood of cardiovascular disease in nonsmokers?,Claim: Does a legal smoking ban reduce the likelihood of cardiovascular disease in nonsmokers? | Finding: A legal smoking ban is likely to reduce the number of cardiovascular diseases and emergencies in the population as a whole. Mortality is also likely to decrease.,supports,Medizin Transparent,https://www.medizin-transparent.at/rauchverbote-nachweislich-sinnvoll/
376,Do pregnant women who take vitamin D have a lower risk of preterm birth?,"Claim: Do pregnant women who take vitamin D have a lower risk of preterm birth? | Finding: Some studies with few participants suggest that taking vitamin D during pregnancy may reduce the risk of preterm birth. However, it seems to be just the opposite when pregnant women swallow vitamin D together with calcium. At least in one study, the risk of preterm birth increased in this case. The cause was not clear. Overall, many questions remain open; the study situation is not satisfactory enough to recommend vitamin D intake in principle for all pregnant women on this basis.",supports,Medizin Transparent,https://www.medizin-transparent.at/vitamin-d-in-der-schwangerschaft/
377,Do pregnant women who take vitamin D in combination with calcium have a lower risk of preterm birth?,"Claim: Do pregnant women who take vitamin D in combination with calcium have a lower risk of preterm birth? | Finding: Some studies with few participants suggest that taking vitamin D during pregnancy may reduce the risk of preterm birth. However, it seems to be just the opposite when pregnant women swallow vitamin D together with calcium. At least in one study, the risk of preterm birth increased in this case. The cause was not clear. Overall, many questions remain open; the study situation is not satisfactory enough to recommend vitamin D intake in principle for all pregnant women on this basis.",refutes,Medizin Transparent,https://www.medizin-transparent.at/vitamin-d-in-der-schwangerschaft/
378,Does aromatherapy have a calming effect on agitation and aggression typical of dementia?,"Claim: Does aromatherapy have a calming effect on agitation and aggression typical of dementia? | Finding: Based on the state of studies, it is largely unclear whether aromatherapy can help patients with dementia. There are quite a few studies on the subject, but many of them have gross flaws and are therefore not comparable. For example, studies with lemon balm aromatherapy have contradictory results. With lavender aromatherapy, on the other hand, a certain tendency has emerged: it does not seem to help against agitation and aggression - both typical accompanying symptoms of dementia.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/aromatherapie-demenz/
379,Does aromatherapy have other positive effects for dementia patients???,"Claim: Does aromatherapy have other positive effects for dementia patients??? | Finding: Based on the state of studies, it is largely unclear whether aromatherapy can help patients with dementia. There are quite a few studies on the subject, but many of them have gross flaws and are therefore not comparable. For example, studies with lemon balm aromatherapy have contradictory results. With lavender aromatherapy, on the other hand, a certain tendency has emerged: it does not seem to help against agitation and aggression - both typical accompanying symptoms of dementia.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/aromatherapie-demenz/
380,Does tomato extract reduce the risk of cardiovascular disease?,"Claim: Does tomato extract reduce the risk of cardiovascular disease? | Finding: So far, there are only small and short studies with quite a few shortcomings. The influence of various tomato extracts on blood pressure was tested. It was not tested whether the tomato extracts reduce the risk of heart attack or stroke.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/tomatenextrakt/
381,Does quitting smoking prolong life?,"Claim: Does quitting smoking prolong life? | Finding: Quitting smoking is likely to reduce the risk of premature death. This is probably also true for older people over 60, and the earlier smoking is stopped, the better it is. Because then the life expectancy of ex-smokers probably approaches that of non-smokers.",supports,Medizin Transparent,https://www.medizin-transparent.at/rauchen-aufhoren-verlangert-leben/
382,Does eating eggs increase the risk of cardiovascular disease?,"Claim: Does eating eggs increase the risk of cardiovascular disease? | Finding: In healthy adults, the risk of cardiovascular disease is not likely to increase if they consume up to five chicken eggs per week as part of a balanced diet. However, for some groups of people (e.g. diabetics), restrictions could be useful.",refutes,Medizin Transparent,https://www.medizin-transparent.at/cholesterin-eier/
383,"Does oseltamivir (brand name ""Tamiflu"") reduce the severity and duration of influenza in otherwise healthy adults?","Claim: Does oseltamivir (brand name ""Tamiflu"") reduce the severity and duration of influenza in otherwise healthy adults? | Finding: Oseltamivir could reduce the duration of influenza (""real flu"") by about half a day in otherwise healthy adults. It has not been proven that complications can be prevented by Tamiflu. Whether influenza patients are less contagious due to Tamiflu is unclear.",supports,Medizin Transparent,https://www.medizin-transparent.at/belege-fuer-wirksamkeit-von-grippemittel-tamiflu-fragwuerdig/
384,"Is active surveillance (""active surveillance"") of patients with low-risk prostate cancer associated with increased prostate cancer mortality risk in the long term?","Claim: Is active surveillance (""active surveillance"") of patients with low-risk prostate cancer associated with increased prostate cancer mortality risk in the long term? | Finding: Relatively good evidence shows that men with low-risk prostate cancer who are regularly monitored under active surveillance and receive treatment only when necessary are less likely to suffer from incontinence and impotence than patients who have undergone surgery or radiation. However, those on active surveillance may develop tumors more often and may be more likely to develop metastases. Whether men on active surveillance may be more likely to die from prostate cancer than immediately treated prostate cancer patients is insufficiently studied. However, study results suggest that there is no serious difference in life expectancy between the two strategies.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/prostatakrebs-abwarten-oder-operieren/
385,"Does Active Surveillance reduce the likelihood of becoming impotent or incontinence, i.e. unintentional urine leakage ??","Claim: Does Active Surveillance reduce the likelihood of becoming impotent or incontinence, i.e. unintentional urine leakage ?? | Finding: Relatively good evidence shows that men with low-risk prostate cancer who are regularly monitored under active surveillance and receive treatment only when necessary are less likely to suffer from incontinence and impotence than patients who have undergone surgery or radiation. However, those on active surveillance may develop tumors more often and may be more likely to develop metastases. Whether men on active surveillance may be more likely to die from prostate cancer than immediately treated prostate cancer patients is insufficiently studied. However, study results suggest that there is no serious difference in life expectancy between the two strategies.",supports,Medizin Transparent,https://www.medizin-transparent.at/prostatakrebs-abwarten-oder-operieren/
386,Do extracts of prickly pear (Opuntia ficus-indica) help with hangover symptoms after alcohol consumption?,"Claim: Do extracts of prickly pear (Opuntia ficus-indica) help with hangover symptoms after alcohol consumption? | Finding: To date, there have been few studies investigating efficacy of prickly pear extracts after alcohol consumption.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/kaktusfeige-hilfe-gegen-kater/
387,Do statins help older people suffering from cardiovascular disease to live longer? Do they reduce the risk of heart attack and stroke?,"Claim: Do statins help older people suffering from cardiovascular disease to live longer? Do they reduce the risk of heart attack and stroke? | Finding: People with cardiovascular disease who do not take a statin die earlier. Without statins, heart attacks and strokes are also more likely to occur. This has not been studied in people aged 75 and older who do not yet have any pronounced cardiovascular disease, but only risk factors. It is therefore unclear whether they benefit from starting statin treatment.",supports,Medizin Transparent,https://www.medizin-transparent.at/cholesterin-senken-statine-auch-im-alter/
388,Are statins useful in preventing cardiovascular disease in people 75 years and older???,"Claim: Are statins useful in preventing cardiovascular disease in people 75 years and older??? | Finding: People with cardiovascular disease who do not take a statin die earlier. Without statins, heart attacks and strokes are also more likely to occur. This has not been studied in people aged 75 and older who do not yet have any pronounced cardiovascular disease, but only risk factors. It is therefore unclear whether they benefit from starting statin treatment.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/cholesterin-senken-statine-auch-im-alter/
389,"Is Traumeel gel or ointment effective for sports injuries such as sprains, bruises and strains?","Claim: Is Traumeel gel or ointment effective for sports injuries such as sprains, bruises and strains? | Finding: The studies conducted so far are not sufficient to confirm the effectiveness of Traumeel in sports injuries.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/traumeel-hilft-ein-homoeopathisches-mittel-bei-sportverletzungen/
390,Are weather phenomena and weather changes triggers of migraine attacks?,"Claim: Are weather phenomena and weather changes triggers of migraine attacks? | Finding: In sum, the topic is still not well researched. This could be due to the difficulty of providing evidence for what may be a very individual phenomenon.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/migraene-wetter/
391,Does artichoke preparation help with gastrointestinal problems?,"Claim: Does artichoke preparation help with gastrointestinal problems? | Finding: There are some studies on the subject. However, the quality of these studies is very poor. There is a lack of solid evidence for the positive results, for example because the subjects were not blinded or compared with control groups. The role played by pharmaceutical companies in financing and conducting the studies also points to possible bias effects.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/artischocke-magen-darm/
392,Does prickly pear help with long-term weight loss?,"Claim: Does prickly pear help with long-term weight loss? | Finding: Based on the study situation, it is unclear whether dietary supplements with prickly pear are supportive in losing weight over a long period of time. They probably do not help to reduce weight in the short term. It is possible that they can help to reduce the body fat percentage and BMI a little. But these effects are small - and probably have little or no impact on the individual. Reliable long-term studies on possible positive effects are lacking. In addition, it is uncertain what undesirable and possibly dangerous side effects may occur as a result of long-term use of prickly pear supplements.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/abnehmen-kaktusfeige/
393,Can turmeric relieve the symptoms of depression?,Claim: Can turmeric relieve the symptoms of depression? | Finding: It is unclear whether turmeric can help with depression. The studies on this question that do exist are only of modest quality.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/kurkuma-stimmungsmacher-bei-depression/
394,Do phthalates affect semen quality in men?,"Claim: Do phthalates affect semen quality in men? | Finding: In animal studies, some phthalates may promote infertility. Previous research in men suggests that levels of phthalates found in everyday life may reduce the quality of sperm cells in humans. This association is not well established, and it is unclear to what extent it affects fertility. Whether the plasticizers prevent women from becoming pregnant has not yet been investigated in meaningful studies.",supports,Medizin Transparent,https://www.medizin-transparent.at/phthalate-machen-weichmacher-unfruchtbar/
395,Do phthalates reduce the likelihood of pregnancy in women?,"Claim: Do phthalates reduce the likelihood of pregnancy in women? | Finding: In animal studies, some phthalates may promote infertility. Previous research in men suggests that levels of phthalates found in everyday life may reduce the quality of sperm cells in humans. This association is not well established, and it is unclear to what extent it affects fertility. Whether the plasticizers prevent women from becoming pregnant has not yet been investigated in meaningful studies.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/phthalate-machen-weichmacher-unfruchtbar/
396,Does ginseng improve mental performance in healthy individuals and patients with Alzheimer's dementia?,Claim: Does ginseng improve mental performance in healthy individuals and patients with Alzheimer's dementia? | Finding: Studies published so far are too untrustworthy to be able to prove such an effect of ginseng.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/ginseng-die-wurzel-geistiger-fitness/
397,Does leaky gut syndrome cause health complaints or diseases?,"Claim: Does leaky gut syndrome cause health complaints or diseases? | Finding: There is no clear definition of what leaky gut syndrome is. In fact, the intestinal mucosa is more permeable than usual in some diseases. However, it is unclear whether this is a cause or the consequence of the respective disease.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/leaky-gut-syndrom/
398,Does the Alexander Technique help with back pain and neck pain?,"Claim: Does the Alexander Technique help with back pain and neck pain? | Finding: Previous studies suggest that the Alexander Technique may help with long-lasting pain in the back and neck. However, further studies need to confirm this. For neck pain, the improvement does not seem to be very great.",supports,Medizin Transparent,https://www.medizin-transparent.at/alexandertechnik-verspannungen-verlernen/
399,Do the components of the Moringa oleifera tree have a positive effect on health?,"Claim: Do the components of the Moringa oleifera tree have a positive effect on health? | Finding: No well-conducted studies can be found that demonstrate any health benefits from extracts of the Moringa tree. Also, possible side effects of the plant preparations and any health effects during pregnancy and lactation are not well studied.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/moringa-wunderbaum-zum-einnehmen/
400,"Does an extract from the root of the Cape geranium (Pelargonium sidoides, Umckaloabo) work against bronchitis?","Claim: Does an extract from the root of the Cape geranium (Pelargonium sidoides, Umckaloabo) work against bronchitis? | Finding: There is evidence of a possible effect in bronchitis. The effectiveness for colds or sinusitis has hardly been researched in reliable studies. It is therefore still an open question whether substances from Cape pelargonium can favorably influence colds and sinusitis.",supports,Medizin Transparent,https://www.medizin-transparent.at/hilft-die-kapland-pelargonie-bei-erkaltungen/
401,Does geranium extract help against colds and sinusitis???,Claim: Does geranium extract help against colds and sinusitis??? | Finding: There is evidence of a possible effect in bronchitis. The effectiveness for colds or sinusitis has hardly been researched in reliable studies. It is therefore still an open question whether substances from Cape pelargonium can favorably influence colds and sinusitis.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/hilft-die-kapland-pelargonie-bei-erkaltungen/
402,Does taking DHEA have an anti-aging effect by increasing the physical and mental well-being of older people?,Claim: Does taking DHEA have an anti-aging effect by increasing the physical and mental well-being of older people? | Finding: Previous studies show that well-being of body and soul is unlikely to change when older people take DHEA. The same applies to memory and sexual life. Whether DHEA prolongs life or improves health in old age has not yet been scientifically studied.,refutes,Medizin Transparent,https://www.medizin-transparent.at/dhea/
403,Can DHEA prolong life or improve health in old age?,Claim: Can DHEA prolong life or improve health in old age? | Finding: Previous studies show that well-being of body and soul is unlikely to change when older people take DHEA. The same applies to memory and sexual life. Whether DHEA prolongs life or improves health in old age has not yet been scientifically studied.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/dhea/
404,Can the proper use of fluoride toothpaste cause serious long-term health problems?,"Claim: Can the proper use of fluoride toothpaste cause serious long-term health problems? | Finding: The reduction of caries risk by fluoride-containing toothpaste is fairly well proven, especially for children and adolescents. Serious side effects have not been observed in studies to date when used properly. In children up to the age of about eight, regular swallowing of fluoride toothpaste can lead to mild dental fluorosis. However, this is not harmful to health. Long-term health problems are not known to date.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/fluorid-zahnpasta-als-gesundheitsgefahr/
405,Does fluoride toothpaste prevent tooth decay?,"Claim: Does fluoride toothpaste prevent tooth decay? | Finding: The reduction of caries risk by fluoride-containing toothpaste is fairly well proven, especially for children and adolescents. Serious side effects have not been observed in studies to date when used properly. In children up to the age of about eight, regular swallowing of fluoride toothpaste can lead to mild dental fluorosis. However, this is not harmful to health. Long-term health problems are not known to date.",supports,Medizin Transparent,https://www.medizin-transparent.at/fluorid-zahnpasta-als-gesundheitsgefahr/
406,Do products with the tropical fruit mangosteen promote health?,"Claim: Do products with the tropical fruit mangosteen promote health? | Finding: One study has investigated whether a drink containing mangosteen juice alleviates fatigue during exercise. Three other studies have investigated dietary supplements with extracts from the mangosteen for weight loss. However, none of these studies can demonstrate a positive effect.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/mangostane/
407,"Are topical agents containing acids and oils, such as Excilor and Nailner, effective for nail fungus?","Claim: Are topical agents containing acids and oils, such as Excilor and Nailner, effective for nail fungus? | Finding: To date, there have been only a few studies dealing with the ingredients of such agents. These are of too poor quality to be able to make a statement on efficacy or inefficacy.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/nagelpilz/
408,Can weight loss programs reduce obesity in children and adolescents?,"Claim: Can weight loss programs reduce obesity in children and adolescents? | Finding: Studies to date suggest that weight-loss programs involving diet, exercise or behavioral therapy - or a combination of these - can somewhat reduce obesity in children and adolescents. At least in adolescents, they are also likely to improve quality of life. Whether the programs also have a long-term effect, however, has hardly been studied.",supports,Medizin Transparent,https://www.medizin-transparent.at/uebergewicht-bei-kindern/
409,Does valerian help with sleep disorders?,"Claim: Does valerian help with sleep disorders? | Finding: Valerian is popular. However, studies have so far failed to provide good evidence of its effectiveness against sleep disorders.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/baldrian-pflanzliches-schlafmittel-mit-fragezeichen/
410,Is milk thistle extract an effective treatment for liver disease?,Claim: Is milk thistle extract an effective treatment for liver disease? | Finding: Previous studies on this have been poorly conducted and are therefore not conclusive enough. Whether milk thistle can improve liver disease due to alcohol abuse or hepatitis B or C is unclear.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/mariendistel-zur-leber-erholung-fragwurdig/
411,Do dietary supplements with amino acids and proteins help against muscle atrophy in old age (sarcopenia)?,"Claim: Do dietary supplements with amino acids and proteins help against muscle atrophy in old age (sarcopenia)? | Finding: There is scattered evidence that taking amino acids can help people with sarcopenia. However, more well-done studies are needed. This is the only way to reliably assess whether the alleged effect actually exists, how large it is, and what the ideal dose, optimal duration of intake, and possible side effects are.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/muskelschwund-im-alter-helfen-nahrungserganzungsmittel/
412,Can music therapy help people affected by stroke learn to walk normally again?,"Claim: Can music therapy help people affected by stroke learn to walk normally again? | Finding: Music therapy that works with rhythm can probably help people with a walking disorder to walk faster again and take larger steps. It is still unclear whether music therapy after a stroke can also help with problems with speech, limited movement of the arms, hands and fingers, difficulties with memory or attention, or depression.",supports,Medizin Transparent,https://www.medizin-transparent.at/schlaganfall-rehabilitation-mit-musik/
413,Can music therapy help stroke victims with other problems???,"Claim: Can music therapy help stroke victims with other problems??? | Finding: Music therapy that works with rhythm can probably help people with a walking disorder to walk faster again and take larger steps. It is still unclear whether music therapy after a stroke can also help with problems with speech, limited movement of the arms, hands and fingers, difficulties with memory or attention, or depression.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/schlaganfall-rehabilitation-mit-musik/
414,Does plant or animal protein have an influence on lifespan?,"Claim: Does plant or animal protein have an influence on lifespan? | Finding: It is possible that vegetable protein and animal protein from eggs, poultry and fish have a more favorable effect on lifespan than proteins from red meat. However, it is unclear how strong this possible effect is or in which groups of people it unfolds.",supports,Medizin Transparent,https://www.medizin-transparent.at/tierisches-eiweiss/
415,Does chicken soup help with colds?,"Claim: Does chicken soup help with colds? | Finding: So far, this has only been investigated in laboratory experiments. Studies on efficacy in humans are missing so far. Therefore, we can not judge whether chicken soup is helpful for colds.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/huehnersuppe-bei-erkaeltung/
416,"Do herbal remedies containing an extract of Chinese tragacanth root, such as Lectranal or Allvent, help against allergies?","Claim: Do herbal remedies containing an extract of Chinese tragacanth root, such as Lectranal or Allvent, help against allergies? | Finding: So far, there is only one study with a few participants, and the results are not particularly convincing.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/tragant-allergie/
417,Does alkaline water keep you healthy or can it prevent disease?,Claim: Does alkaline water keep you healthy or can it prevent disease? | Finding: It is unclear whether alkaline water can promote health or prevent disease in healthy adults. Well-done studies on the subject are lacking. Large effects from alkaline drinking water are not likely.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/basisches-wasser/
418,Do remedies with hops or valerian help with anxiety disorders?,Claim: Do remedies with hops or valerian help with anxiety disorders? | Finding: The results of previous studies are not conclusive. The reason is that too few participants were examined in them and the studies were also poorly conducted.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/baldrian-angst/
419,Do extracts of African devil's claw (Harpagophytum procumbens) relieve pain in patients with osteoarthritis?,"Claim: Do extracts of African devil's claw (Harpagophytum procumbens) relieve pain in patients with osteoarthritis? | Finding: Currently, there are no well-conducted studies to assess the efficacy of devil's claw extracts in worn joints.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/teufelskralle-arthrose/
420,Can probiotics prevent diarrhea after treatment with antibiotics?,Claim: Can probiotics prevent diarrhea after treatment with antibiotics? | Finding: Probiotics can likely reduce the risk of diarrhea after antibiotics.,supports,Medizin Transparent,https://www.medizin-transparent.at/durchfall-probiotika-gegen-antibiotika/
421,Is exercise an effective measure to combat depression?,"Claim: Is exercise an effective measure to combat depression? | Finding: Current scientific evidence suggests that exercise can alleviate the symptoms of depression. However, the positive effect is only moderately pronounced. Sport does not work any better than current treatments (antidepressants, psychotherapy).",supports,Medizin Transparent,https://www.medizin-transparent.at/sport-als-antidepressivum/
422,Can a tantrum trigger a heart attack?,Claim: Can a tantrum trigger a heart attack? | Finding: The likelihood of a heart attack may be increased in the hours following an episode of anger. Whether frequent anger over many years leads to a higher risk of heart attack overall has not been proven.,supports,Medizin Transparent,https://www.medizin-transparent.at/wut-herzinfarkt/
423,Can anger over a long period of time increase the risk of heart attack???,Claim: Can anger over a long period of time increase the risk of heart attack??? | Finding: The likelihood of a heart attack may be increased in the hours following an episode of anger. Whether frequent anger over many years leads to a higher risk of heart attack overall has not been proven.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/wut-herzinfarkt/
424,Can capsules with omega-3 fatty acids from fish oil relieve depression?,"Claim: Can capsules with omega-3 fatty acids from fish oil relieve depression? | Finding: The studies conducted to date are hardly trustworthy. Their combined results do not suggest that omega-3 fatty acids from fish oil could appreciably alleviate depression. In studies comparing fish oil with drugs for depression, the omega-3 fatty acids appeared to work worse than the drugs.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/omega-3-depression/
425,Does regular consumption of coffee increase the risk of heart disease such as heart attack or stroke?,"Claim: Does regular consumption of coffee increase the risk of heart disease such as heart attack or stroke? | Finding: Studies of people who are healthy and drink coffee regularly do not appear to show an increased risk of heart attack, stroke or other cardiovascular disease. On the contrary, they even suggest that coffee may reduce the likelihood of these.",refutes,Medizin Transparent,https://www.medizin-transparent.at/kaffee-gesund/
426,Do cesarean babies have a higher risk of becoming overweight later in life?,"Claim: Do cesarean babies have a higher risk of becoming overweight later in life? | Finding: There is evidence that birth by cesarean section may slightly increase the risk of obesity later in life. For asthma, allergies and type 1 diabetes, an increase in risk due to a cesarean section is unclear. Overall, it is not yet clear whether there is a direct causal relationship between the type of delivery and the development of diseases in childhood, adolescence and adulthood.",supports,Medizin Transparent,https://www.medizin-transparent.at/kaiserschnitt-praegend-fuer-die-gesundheit/
427,Do cesarean babies have a higher risk of asthma and allergies later in life? Do they have an increased risk of type 1 diabetes??,"Claim: Do cesarean babies have a higher risk of asthma and allergies later in life? Do they have an increased risk of type 1 diabetes?? | Finding: There is evidence that birth by cesarean section may slightly increase the risk of obesity later in life. For asthma, allergies and type 1 diabetes, an increase in risk due to a cesarean section is unclear. Overall, it is not yet clear whether there is a direct causal relationship between the type of delivery and the development of diseases in childhood, adolescence and adulthood.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/kaiserschnitt-praegend-fuer-die-gesundheit/
428,Does the pregnancy hormone hCG help with weight loss?,Claim: Does the pregnancy hormone hCG help with weight loss? | Finding: Studies conducted to date on this issue contradict this assertion,refutes,Medizin Transparent,https://www.medizin-transparent.at/hcg-hormon-zur-gewichtsreduktion-wirkungslos/
429,Does cupping relieve chronic neck and back pain?,Claim: Does cupping relieve chronic neck and back pain? | Finding: Studies to date are of too low quality to provide a meaningful answer.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/schropfen-soll-schmerzen-lindern/
430,Can eating broccoli or broccoli sprouts improve gastritis symptoms?,"Claim: Can eating broccoli or broccoli sprouts improve gastritis symptoms? | Finding: So far, there is a lack of well-done human studies that would show that eating broccoli or broccoli sprouts can help with gastritis.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/brokkoli-therapie-gegen-gastritis/
